Date,Time,Signal1_Name,Signal2_Name,Signal3_Name,Signal4_Name
10/29/2021,1:30:00 AM,0,0,0,0
10/29/2021,2:00:00 AM,0,0,0,0
10/29/2021,2:30:00 AM,0,0,0,0
10/29/2021,3:00:00 AM,0,0,0,0
10/29/2021,3:30:00 AM,0,0,0,0
10/29/2021,4:00:00 AM,0,0,0,0
10/29/2021,4:30:00 AM,0,0,0,0
10/29/2021,5:00:00 AM,0,0,0,0
10/29/2021,5:30:00 AM,0,0,0,0
10/29/2021,6:00:00 AM,0,0,0,0
10/29/2021,6:30:00 AM,0,0,0,0
10/29/2021,7:00:00 AM,0,0,0,0
10/29/2021,7:30:00 AM,0,0,0,0
10/29/2021,8:00:00 AM,0,0,0,0
10/29/2021,8:30:00 AM,0,0,0,0
10/29/2021,9:00:00 AM,0,0,0,1
10/29/2021,9:30:00 AM,0,0,0,0
10/29/2021,10:00:00 AM,0,0,0,0
10/29/2021,10:30:00 AM,0,0,0,0
10/29/2021,11:00:00 AM,0,0,0,0
10/29/2021,11:30:00 AM,0,0,0,0
10/29/2021,12:00:00 PM,0,0,0,0
10/29/2021,12:30:00 PM,0,0,0,0
10/29/2021,1:00:00 PM,0,0,0,0
10/29/2021,1:30:00 PM,0,0,0,0
10/29/2021,2:00:00 PM,0,0,0,0
10/29/2021,2:30:00 PM,0,0,0,0
10/29/2021,3:00:00 PM,0,0,0,0
10/29/2021,3:30:00 PM,0,0,0,0
10/29/2021,4:00:00 PM,0,0,0,0
10/29/2021,4:30:00 PM,0,0,0,0
10/29/2021,5:00:00 PM,0,0,0,0
10/31/2021,6:30:00 PM,0,0,0,0
10/31/2021,7:00:00 PM,0,0,0,0
10/31/2021,7:30:00 PM,0,0,0,0
10/31/2021,8:00:00 PM,0,0,0,0
10/31/2021,8:30:00 PM,0,0,0,0
10/31/2021,9:00:00 PM,0,0,0,0
10/31/2021,9:30:00 PM,0,0,0,0
10/31/2021,10:00:00 PM,0,0,0,0
10/31/2021,10:30:00 PM,0,0,0,0
10/31/2021,11:00:00 PM,0,0,0,0
10/31/2021,11:30:00 PM,0,0,0,0
11/1/2021,12:00:00 AM,0,0,0,0
11/1/2021,12:30:00 AM,0,0,0,0
11/1/2021,1:00:00 AM,0,0,0,0
11/1/2021,1:30:00 AM,0,0,0,0
11/1/2021,2:00:00 AM,0,0,0,0
11/1/2021,2:30:00 AM,0,0,0,0
11/1/2021,3:00:00 AM,0,0,0,0
11/1/2021,3:30:00 AM,0,0,0,0
11/1/2021,4:00:00 AM,0,0,0,0
11/1/2021,4:30:00 AM,0,0,0,0
11/1/2021,5:00:00 AM,0,0,0,0
11/1/2021,5:30:00 AM,0,0,0,0
11/1/2021,6:00:00 AM,0,0,0,0
11/1/2021,6:30:00 AM,0,0,0,0
11/1/2021,7:00:00 AM,0,0,0,0
11/1/2021,7:30:00 AM,0,0,0,0
11/1/2021,8:00:00 AM,0,0,0,0
11/1/2021,8:30:00 AM,0,0,0,0
11/1/2021,9:00:00 AM,0,0,0,0
11/1/2021,9:30:00 AM,0,0,0,0
11/1/2021,10:00:00 AM,0,0,0,0
11/1/2021,10:30:00 AM,0,0,0,0
11/1/2021,11:00:00 AM,0,0,0,0
11/1/2021,11:30:00 AM,0,0,0,0
11/1/2021,12:00:00 PM,0,0,0,0
11/1/2021,12:30:00 PM,0,0,0,0
11/1/2021,1:00:00 PM,0,0,0,0
11/1/2021,1:30:00 PM,0,0,0,0
11/1/2021,2:00:00 PM,0,0,0,0
11/1/2021,2:30:00 PM,0,0,0,0
11/1/2021,3:00:00 PM,1,0,1,0
11/1/2021,3:30:00 PM,0,0,0,0
11/1/2021,4:00:00 PM,0,0,0,0
11/1/2021,4:30:00 PM,0,0,0,0
11/1/2021,5:00:00 PM,0,0,0,0
11/1/2021,6:30:00 PM,0,0,0,0
11/1/2021,7:00:00 PM,0,0,0,0
11/1/2021,7:30:00 PM,0,0,0,0
11/1/2021,8:00:00 PM,0,0,0,0
11/1/2021,8:30:00 PM,0,0,0,0
11/1/2021,9:00:00 PM,0,0,0,0
11/1/2021,9:30:00 PM,0,0,0,0
11/1/2021,10:00:00 PM,0,0,0,0
11/1/2021,10:30:00 PM,0,0,0,0
11/1/2021,11:00:00 PM,0,0,0,0
11/1/2021,11:30:00 PM,0,0,0,0
11/2/2021,12:00:00 AM,0,0,0,0
11/2/2021,12:30:00 AM,0,0,0,0
11/2/2021,1:00:00 AM,0,0,0,0
11/2/2021,1:30:00 AM,0,0,0,0
11/2/2021,2:00:00 AM,0,0,0,0
11/2/2021,2:30:00 AM,0,0,0,0
11/2/2021,3:00:00 AM,0,0,0,0
11/2/2021,3:30:00 AM,0,0,0,0
11/2/2021,4:00:00 AM,0,0,0,0
11/2/2021,4:30:00 AM,0,0,0,0
11/2/2021,5:00:00 AM,0,0,0,0
11/2/2021,5:30:00 AM,0,0,0,0
11/2/2021,6:00:00 AM,0,0,0,0
11/2/2021,6:30:00 AM,0,0,0,0
11/2/2021,7:00:00 AM,0,0,0,0
11/2/2021,7:30:00 AM,0,0,0,0
11/2/2021,8:00:00 AM,0,0,0,0
11/2/2021,8:30:00 AM,0,0,0,0
11/2/2021,9:00:00 AM,0,0,0,0
11/2/2021,9:30:00 AM,0,0,0,0
11/2/2021,10:00:00 AM,0,0,0,0
11/2/2021,10:30:00 AM,0,0,0,0
11/2/2021,11:00:00 AM,0,0,0,0
11/2/2021,11:30:00 AM,0,0,0,0
11/2/2021,12:00:00 PM,0,0,0,0
11/2/2021,12:30:00 PM,0,0,0,0
11/2/2021,1:00:00 PM,0,0,0,0
11/2/2021,1:30:00 PM,0,0,0,0
11/2/2021,2:00:00 PM,0,0,0,0
11/2/2021,2:30:00 PM,0,0,0,0
,,,,,
